5	3	3	9	1000	3	3	5	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-5	-3	-3	-9	-1000	-3	-3	-5	0.8
5	3	3	9	1000	3	3	5	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	-5	-3	-3	-9	-1000	-3	-3	-5	0.35
5	3	3	9	1000	3	3	5	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	-5	-3	-3	-9	-1000	-3	-3	-5	0.38
5	3	3	9	1000	3	3	5	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	-1	0	0	-1	-1	-1	-5	-3	-3	-9	-1000	-3	-3	-5	0.41
5	0	3	9	1000	3	3	5	1	1	1	0	0	1	1	1	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	-1	0	0	-1	-1	-1	-5	-3	-3	-9	-1000	-3	-3	-5	0.36
5	0	3	9	1000	3	3	5	1	1	1	0	0	1	1	1	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	-3	0	-1	0	0	0	-1	-1	-1	0	0	-1	-1	-1	-5	0	-3	-9	-1000	-3	-3	-5	0.51
5	0	3	9	1000	3	0	5	1	1	1	0	0	1	1	1	0	0	3	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	-3	0	-1	0	0	0	-1	-1	-1	0	0	-1	-1	-1	-5	0	-3	-9	-1000	-3	-3	-5	0.57
5	0	3	9	1000	3	0	5	1	1	1	0	0	1	1	1	0	0	3	0	0	3	0	0	0	-3	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	-3	0	-1	0	0	0	-1	-1	-1	0	0	-1	-1	-1	-5	0	-3	-9	-1000	0	-3	-5	0.58
5	0	3	9	1000	3	0	5	1	1	1	0	0	1	1	1	0	0	3	0	0	3	0	0	0	-3	0	1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	-3	0	-1	0	0	0	-1	-1	-1	0	0	-1	-1	-1	-5	0	-3	-9	-1000	0	-3	-5	0.61
5	0	3	9	1000	3	0	5	1	1	1	0	0	1	1	1	0	0	3	0	0	3	0	0	0	-3	0	1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	-3	0	-1	-1	0	0	-1	-1	-1	0	0	0	-1	-1	-5	0	-3	-9	-1000	0	-3	-5	0.83
5	0	3	9	1000	0	0	5	1	1	1	0	0	1	1	1	0	0	3	0	0	3	0	0	0	-3	0	1	0	0	0	0	0	3	0	-1	1	0	0	0	0	0	-3	0	-1	-1	0	0	-1	-1	-1	0	0	0	-1	-1	-5	0	-3	-9	-1000	0	-3	-5	0.8
5	0	3	9	1000	0	0	5	1	1	1	0	0	1	1	1	0	0	3	0	0	3	0	0	0	-3	0	1	0	0	0	0	0	3	0	-1	1	0	0	0	0	0	-3	0	-1	-1	0	0	-1	-1	-1	-3	0	0	-1	-1	-5	0	0	-9	-1000	0	-3	-5	0.85
5	0	3	9	1000	0	0	5	1	1	1	0	0	1	1	1	0	0	3	0	0	3	0	0	0	-3	0	1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	3	0	-1	-1	0	0	-1	-1	-1	-3	0	0	-1	-1	-5	0	0	-9	-1000	0	-3	-5	0.48
5	0	3	9	1000	0	0	5	1	1	1	0	0	1	1	1	0	0	3	0	0	3	0	0	0	-3	0	1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	-3	0	-1	-1	0	0	-1	-1	-1	0	0	0	-1	-1	-5	0	0	-9	-1000	0	-3	-5	0.58
5	0	3	9	0	5	1000	0	1	1	1	0	0	1	1	1	0	0	3	0	0	3	0	0	0	-3	0	1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	-3	0	-1	-1	0	0	-1	-1	-1	0	0	0	-1	-1	-5	0	0	-9	-1000	0	-3	-5	0.35
5	0	3	9	0	5	1000	0	1	1	1	0	0	1	1	1	0	0	3	0	0	3	0	0	0	-3	0	1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	-3	0	-1	-1	0	0	-1	-1	-1	-9	0	0	-1	-1	-5	0	0	0	-1000	0	-3	-5	0.65
5	0	3	9	0	5	1000	0	1	1	1	0	3	1	1	1	0	0	0	0	0	3	0	0	0	-3	0	1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	-3	0	-1	-1	0	0	-1	-1	-1	-9	0	0	-1	-1	-5	0	0	0	-1000	0	-3	-5	0.7
5	0	3	9	0	5	1000	0	1	1	1	0	3	1	1	1	0	0	0	0	0	3	0	0	0	-3	0	1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	-3	0	-1	-1	0	0	-1	-1	-1	-9	0	0	-1	-1	0	0	-1000	-5	0	0	-3	-5	0.62
5	0	3	9	0	5	1000	0	1	1	0	0	3	1	1	1	0	0	1	0	0	3	0	0	0	-3	0	1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	-3	0	-1	-1	0	0	-1	-1	-1	-9	0	0	-1	-1	0	0	-1000	-5	0	0	-3	-5	0.73
5	0	3	9	0	5	1000	0	1	1	0	0	3	1	1	1	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	-3	0	-1	-1	0	0	-1	-1	-1	-9	-3	0	-1	-1	0	0	-1000	-5	0	0	-3	-5	0.9
5	0	3	9	0	5	1000	0	0	1	0	0	3	1	1	1	0	0	1	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	-3	0	-1	-1	0	0	-1	-1	-1	-9	-3	0	-1	-1	0	0	-1000	-5	0	0	-3	-5	0.95
5	0	3	9	0	5	1000	0	0	1	0	0	3	1	1	1	0	0	1	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	-3	0	-1	-1	0	0	-1	-1	-1	-9	-3	0	-1	-1	0	0	-1000	0	0	-5	-3	-5	1.1
5	0	3	9	0	5	1000	0	0	0	0	0	3	1	1	1	0	0	1	0	0	3	0	0	1	1	0	1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	-3	0	-1	-1	0	0	-1	-1	-1	-9	-3	0	-1	-1	0	0	-1000	0	0	-5	-3	-5	1.06
5	0	3	9	0	5	1000	0	0	0	0	0	3	1	1	1	0	0	1	0	0	3	0	0	1	1	0	1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	-3	0	-1	-1	0	0	-1	-1	-1	0	-3	0	-1	-1	0	0	-1000	-9	0	-5	-3	-5	1.39
